legacy_region_id,canonical_region_id,geometry_feature_id,mapping_status,boundary_version_from,boundary_version_to,requires_user_review,notes
gb-22746128B26461090721788,idn-adm2-gb-22746128b26461090721788,gb-22746128B26461090721788,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B62198228854475,idn-adm2-gb-22746128b62198228854475,gb-22746128B62198228854475,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B76986430159502,idn-adm2-gb-22746128b76986430159502,gb-22746128B76986430159502,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B67876608948387,idn-adm2-gb-22746128b67876608948387,gb-22746128B67876608948387,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B73297609500416,idn-adm2-gb-22746128b73297609500416,gb-22746128B73297609500416,ambiguous_metadata,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,yes,"Geometry feature remains usable by legacy geometry ID, but official metadata is unresolved."
gb-22746128B79756617117888,idn-adm2-gb-22746128b79756617117888,gb-22746128B79756617117888,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B48169474795911,idn-adm2-gb-22746128b48169474795911,gb-22746128B48169474795911,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B2571336805106,idn-adm2-gb-22746128b2571336805106,gb-22746128B2571336805106,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B78411617556279,idn-adm2-gb-22746128b78411617556279,gb-22746128B78411617556279,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B27585215741432,idn-adm2-gb-22746128b27585215741432,gb-22746128B27585215741432,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B47433230053131,idn-adm2-gb-22746128b47433230053131,gb-22746128B47433230053131,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B19321376976921,idn-adm2-gb-22746128b19321376976921,gb-22746128B19321376976921,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B66707258567489,idn-adm2-gb-22746128b66707258567489,gb-22746128B66707258567489,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B23347682239441,idn-adm2-gb-22746128b23347682239441,gb-22746128B23347682239441,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B25936754669599,idn-adm2-gb-22746128b25936754669599,gb-22746128B25936754669599,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B79736905882971,idn-adm2-gb-22746128b79736905882971,gb-22746128B79736905882971,ambiguous_metadata,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,yes,"Geometry feature remains usable by legacy geometry ID, but official metadata is unresolved."
gb-22746128B31481808975183,idn-adm2-gb-22746128b31481808975183,gb-22746128B31481808975183,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B71175962379658,idn-adm2-gb-22746128b71175962379658,gb-22746128B71175962379658,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B15956982783625,idn-adm2-gb-22746128b15956982783625,gb-22746128B15956982783625,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B71070720422540,idn-adm2-gb-22746128b71070720422540,gb-22746128B71070720422540,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B18933963724988,idn-adm2-gb-22746128b18933963724988,gb-22746128B18933963724988,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B51270543903443,idn-adm2-gb-22746128b51270543903443,gb-22746128B51270543903443,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B88870484763637,idn-adm2-gb-22746128b88870484763637,gb-22746128B88870484763637,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B74191069780867,idn-adm2-gb-22746128b74191069780867,gb-22746128B74191069780867,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B29529230943245,idn-adm2-gb-22746128b29529230943245,gb-22746128B29529230943245,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B89680104320053,idn-adm2-gb-22746128b89680104320053,gb-22746128B89680104320053,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B81694843903641,idn-adm2-gb-22746128b81694843903641,gb-22746128B81694843903641,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B4894534477686,idn-adm2-gb-22746128b4894534477686,gb-22746128B4894534477686,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B80000441774097,idn-adm2-gb-22746128b80000441774097,gb-22746128B80000441774097,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B96384374000902,idn-adm2-gb-22746128b96384374000902,gb-22746128B96384374000902,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B74302729610221,idn-adm2-gb-22746128b74302729610221,gb-22746128B74302729610221,ambiguous_metadata,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,yes,"Geometry feature remains usable by legacy geometry ID, but official metadata is unresolved."
gb-22746128B80009106787015,idn-adm2-gb-22746128b80009106787015,gb-22746128B80009106787015,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B98690900191937,idn-adm2-gb-22746128b98690900191937,gb-22746128B98690900191937,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B36840991830224,idn-adm2-gb-22746128b36840991830224,gb-22746128B36840991830224,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B4257100474226,idn-adm2-gb-22746128b4257100474226,gb-22746128B4257100474226,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B45456061674897,idn-adm2-gb-22746128b45456061674897,gb-22746128B45456061674897,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B96004883426087,idn-adm2-gb-22746128b96004883426087,gb-22746128B96004883426087,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B78254403614329,idn-adm2-gb-22746128b78254403614329,gb-22746128B78254403614329,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B16836972822517,idn-adm2-gb-22746128b16836972822517,gb-22746128B16836972822517,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B39887218554518,idn-adm2-gb-22746128b39887218554518,gb-22746128B39887218554518,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B34069275840087,idn-adm2-gb-22746128b34069275840087,gb-22746128B34069275840087,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B19254678251292,idn-adm2-gb-22746128b19254678251292,gb-22746128B19254678251292,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B14082340634491,idn-adm2-gb-22746128b14082340634491,gb-22746128B14082340634491,ambiguous_metadata,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,yes,"Geometry feature remains usable by legacy geometry ID, but official metadata is unresolved."
gb-22746128B62804497316712,idn-adm2-gb-22746128b62804497316712,gb-22746128B62804497316712,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B71427834061478,idn-adm2-gb-22746128b71427834061478,gb-22746128B71427834061478,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B45235083091424,idn-adm2-gb-22746128b45235083091424,gb-22746128B45235083091424,ambiguous_metadata,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,yes,"Geometry feature remains usable by legacy geometry ID, but official metadata is unresolved."
gb-22746128B85780086903212,idn-adm2-gb-22746128b85780086903212,gb-22746128B85780086903212,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B1718153682633,idn-adm2-gb-22746128b1718153682633,gb-22746128B1718153682633,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B99423643145371,idn-adm2-gb-22746128b99423643145371,gb-22746128B99423643145371,ambiguous_metadata,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,yes,"Geometry feature remains usable by legacy geometry ID, but official metadata is unresolved."
gb-22746128B62232019301027,idn-adm2-gb-22746128b62232019301027,gb-22746128B62232019301027,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B99982169683342,idn-adm2-gb-22746128b99982169683342,gb-22746128B99982169683342,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B14720240696101,idn-adm2-gb-22746128b14720240696101,gb-22746128B14720240696101,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B26195600949416,idn-adm2-gb-22746128b26195600949416,gb-22746128B26195600949416,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B96389329417801,idn-adm2-gb-22746128b96389329417801,gb-22746128B96389329417801,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B28760414544557,idn-adm2-gb-22746128b28760414544557,gb-22746128B28760414544557,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B61555758059649,idn-adm2-gb-22746128b61555758059649,gb-22746128B61555758059649,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B25468135680533,idn-adm2-gb-22746128b25468135680533,gb-22746128B25468135680533,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B41707288718561,idn-adm2-gb-22746128b41707288718561,gb-22746128B41707288718561,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B21273779065212,idn-adm2-gb-22746128b21273779065212,gb-22746128B21273779065212,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B51975137382727,idn-adm2-gb-22746128b51975137382727,gb-22746128B51975137382727,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B82312103386068,idn-adm2-gb-22746128b82312103386068,gb-22746128B82312103386068,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B19337828575841,idn-adm2-gb-22746128b19337828575841,gb-22746128B19337828575841,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B72639885395673,idn-adm2-gb-22746128b72639885395673,gb-22746128B72639885395673,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B10941975158621,idn-adm2-gb-22746128b10941975158621,gb-22746128B10941975158621,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B28569646979400,idn-adm2-gb-22746128b28569646979400,gb-22746128B28569646979400,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B60636029206407,idn-adm2-gb-22746128b60636029206407,gb-22746128B60636029206407,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B29167244459072,idn-adm2-gb-22746128b29167244459072,gb-22746128B29167244459072,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B90083339512512,idn-adm2-gb-22746128b90083339512512,gb-22746128B90083339512512,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B86741169633217,idn-adm2-gb-22746128b86741169633217,gb-22746128B86741169633217,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B94245100908076,idn-adm2-gb-22746128b94245100908076,gb-22746128B94245100908076,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B6718763508294,idn-adm2-gb-22746128b6718763508294,gb-22746128B6718763508294,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B51044624823813,idn-adm2-gb-22746128b51044624823813,gb-22746128B51044624823813,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B17121530580660,idn-adm2-gb-22746128b17121530580660,gb-22746128B17121530580660,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B34542084533901,idn-adm2-gb-22746128b34542084533901,gb-22746128B34542084533901,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B37209370352000,idn-adm2-gb-22746128b37209370352000,gb-22746128B37209370352000,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
gb-22746128B77544549346240,idn-adm2-gb-22746128b77544549346240,gb-22746128B77544549346240,ambiguous_metadata,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,yes,"Geometry feature remains usable by legacy geometry ID, but official metadata is unresolved."
gb-22746128B7455670127099,idn-adm2-gb-22746128b7455670127099,gb-22746128B7455670127099,remapped_to_canonical_id,IDN-ADM2-2020-CODAB-geoboundaries,IDN-ADM2-2020-geoboundaries-22746128,no,Adapter maps legacy geometry ID to canonical stable ID; geometry ID is unchanged in GeoJSON for compatibility.
